Date,Open,High,Low,Close,Adj Close,Volume
2010-03-17,4.999166,5.090000,4.990000,5.043334,4.726151,37910400
2010-03-18,5.045833,5.065000,4.972500,5.014167,4.698819,39668400
2010-03-19,4.930833,5.070833,4.886667,4.930833,4.620727,44769600
2010-03-22,4.853333,5.055833,4.845833,5.025000,4.708971,43524000
2010-03-23,4.937500,5.029167,4.887500,5.020000,4.815369,47023200
2010-03-24,4.959167,5.008333,4.918334,4.940834,4.739430,52588800
2010-03-25,5.042500,5.098333,4.895833,4.910000,4.709853,56316000
2010-03-26,4.937500,5.007500,4.841667,4.915000,4.714649,63303600
2010-03-29,4.980834,5.025000,4.954167,4.998333,4.794585,34329600
2010-03-30,5.017500,5.066667,4.947500,5.010833,4.806576,38167200
2010-03-31,4.951667,5.032500,4.914166,4.960000,4.757814,41473200
2010-04-01,5.055833,5.117500,4.975833,5.068333,4.861732,49788000
2010-04-05,5.128334,5.210834,5.085834,5.205000,4.992827,27745200
2010-04-06,5.161667,5.272500,5.142500,5.245000,5.031198,35377200
2010-04-07,5.215833,5.247500,5.083333,5.154167,4.944067,63921600
2010-04-08,5.097500,5.225833,5.049167,5.202500,4.990429,44210400
2010-04-09,5.237500,5.310000,5.204167,5.300000,5.083956,35521200
2010-04-12,5.324167,5.370833,5.305833,5.336667,5.119128,32072400
2010-04-13,5.320833,5.370833,5.235000,5.345000,5.127121,31603200
2010-04-14,5.406667,5.528333,5.380833,5.525000,5.299784,30331200
2010-04-15,5.500000,5.577500,5.494167,5.545833,5.319767,29269200
2010-04-16,5.491667,5.515833,5.200833,5.286667,5.071166,90853200
2010-04-19,5.238333,5.342500,5.155000,5.330000,5.112733,56596800
2010-04-20,5.431667,5.487500,5.377500,5.475833,5.252621,36062400
2010-04-21,5.486667,5.525000,5.368333,5.460834,5.238233,44731200
2010-04-22,5.340000,5.535833,5.250000,5.512500,5.287793,59278800
2010-04-23,5.508333,5.636667,5.465833,5.623333,5.394109,49657200
2010-04-26,5.640000,5.675000,5.550833,5.567500,5.340551,42423600
2010-04-27,5.475000,5.562500,5.145000,5.171667,4.960853,90979200
2010-04-28,5.258333,5.323333,5.145833,5.280833,5.065570,89214000
2010-04-29,5.383333,5.516667,5.375000,5.480000,5.256618,42943200
2010-04-30,5.487500,5.504167,5.201667,5.210000,4.997624,66883200
2010-05-03,5.275833,5.445833,5.255000,5.406667,5.186274,40921200
2010-05-04,5.220833,5.225833,4.940834,5.021667,4.816967,67262400
2010-05-05,4.880833,5.051667,4.808333,4.915833,4.715449,65911200
2010-05-06,4.845833,4.942500,3.466667,4.421667,4.241426,129265200
2010-05-07,4.375000,4.522500,4.022500,4.202500,4.031193,100494000
2010-05-10,4.737500,4.822500,4.631667,4.768333,4.573961,79014000
2010-05-11,4.638333,4.921667,4.610833,4.739167,4.545984,72963600
2010-05-12,4.801667,4.965833,4.775000,4.945833,4.744226,45466800
2010-05-13,4.915000,4.985000,4.752500,4.772500,4.577958,50678400
2010-05-14,4.658333,4.687500,4.379167,4.506667,4.322961,85371600
2010-05-17,4.542500,4.586667,4.250000,4.515000,4.330955,70009200
2010-05-18,4.625834,4.666667,4.280833,4.331666,4.155094,87229200
2010-05-19,4.255000,4.372500,4.083333,4.247500,4.074359,104214000
2010-05-20,3.984167,4.028333,3.753333,3.760833,3.607530,162824400
2010-05-21,3.586667,3.955833,3.560000,3.911667,3.752215,135914400
2010-05-24,3.870000,3.957500,3.765833,3.775000,3.621119,76162800
2010-05-25,3.500000,3.789167,3.422500,3.781667,3.627514,80966400
2010-05-26,3.865000,3.970000,3.692500,3.726667,3.574756,85789200
2010-05-27,3.942500,4.113333,3.898333,4.100000,3.932871,58806000
2010-05-28,4.088333,4.095000,3.893333,3.965000,3.803374,73153200
2010-06-01,3.839167,4.013333,3.727500,3.738333,3.585947,72601200
2010-06-02,3.803333,4.035000,3.750000,4.031667,3.867324,53204400
2010-06-03,4.082500,4.120000,3.964167,4.085834,3.919282,49161600
2010-06-04,3.854167,3.937500,3.616667,3.669167,3.519600,79070400
2010-06-07,3.695000,3.735833,3.501667,3.509167,3.366122,57530400
2010-06-08,3.518333,3.627500,3.416667,3.608333,3.461246,94893600
2010-06-09,3.675833,3.788333,3.518333,3.556667,3.411686,72370800
2010-06-10,3.741667,3.883333,3.725000,3.875833,3.717842,56421600
2010-06-11,3.770833,3.943333,3.759167,3.930000,3.769801,41620800
2010-06-14,4.032500,4.098333,3.911667,3.921667,3.761807,47994000
2010-06-15,4.005833,4.202500,3.986667,4.185833,4.015206,42567600
2010-06-16,4.128334,4.235833,4.097500,4.179167,4.008811,50440800
2010-06-17,4.223333,4.225000,4.072500,4.190834,4.020002,63685200
